input,target
action: turn direction: right distance: 11 steps landmark: Old Navy,"In 11 steps, turn right towards Old Navy."
action: turn direction: right distance: 7 steps landmark: Gap,"In 7 steps, turn right towards Gap."
action: turn direction: right distance: 3 steps landmark: Levi's,"In 3 steps, turn right towards Levi's."
action: turn direction: right distance: 20 steps landmark: Pottery Barn,"In 20 steps, turn right towards Pottery Barn."
action: turn direction: right distance: 15 steps landmark: Williams Sonoma,"In 15 steps, turn right towards Williams Sonoma."
action: continue distance: 10 steps landmark: stairs,Walk 10 steps forward to the stairs.
action: board direction: down landmark: stairs,Step down onto the stairs.
action: continue direction: down distance: 12 steps landmark: stairs,Walk down 12 steps to the landing.
action: turn direction: left distance: 3 steps,"In 3 steps, turn left."
action: continue direction: down distance: 12 steps landmark: stairs,Walk down the next 12 steps.
action: exit direction: straight distance: 5 steps landmark: stairs,Step off the stairs and walk forward 5 steps.
action: stop,Stop here at the stairwell exit.
action: continue distance: 8 steps landmark: stairs,Walk 8 steps to the stairs.
action: board direction: down landmark: stairs,Begin walking down the stairs.
action: continue direction: down distance: 15 steps landmark: stairs,Walk down 15 steps.
action: turn direction: right distance: 2 steps,"In 2 steps, turn right."
action: continue direction: down distance: 15 steps landmark: stairs,Walk down 15 more steps to the ground floor.
action: exit direction: straight distance: 3 steps landmark: stairs,Exit the stairs and walk 3 steps.
action: stop,Stop. You have reached the stairwell exit.
action: continue distance: 12 steps landmark: stairs,Continue straight for 12 steps to reach the stairs.
action: board direction: down landmark: stairs,Step onto the stairs going down.
action: continue direction: down distance: 14 steps landmark: stairs,Go down 14 steps to reach the landing.
action: turn direction: left distance: 4 steps,"In 4 steps, turn left."
action: continue direction: down distance: 14 steps landmark: stairs,Walk down the final 14 steps.
action: exit direction: straight distance: 2 steps landmark: stairs,Step off the stairs and walk 2 steps forward.
action: stop,You have reached the exit. Stop here.
action: continue distance: 15 steps landmark: stairs,Walk forward 15 steps to the top of the stairs.
action: board direction: down landmark: stairs,Start descending the stairs.
action: continue direction: down distance: 10 steps landmark: stairs,Descend 10 steps.
action: turn direction: right distance: 5 steps,"In 5 steps, turn right."
action: continue direction: down distance: 10 steps landmark: stairs,Descend the next 10 steps.
action: exit direction: straight distance: 4 steps landmark: stairs,Exit the stairs and walk forward 4 steps.
action: stop,Stop at the stairwell exit.
action: continue distance: 5 steps landmark: stairs,Walk 5 steps to the stairs.
action: board direction: down landmark: stairs,Step down onto the first flight of stairs.
action: continue direction: down distance: 16 steps landmark: stairs,Walk down 16 steps.
action: turn direction: left distance: 2 steps,"In 2 steps, turn left."
action: continue direction: down distance: 16 steps landmark: stairs,Walk down 16 steps to the bottom floor.
action: exit direction: straight distance: 6 steps landmark: stairs,Step off the stairs and walk 6 steps.
action: stop,Stop here at the exit.
action: continue distance: 20 steps landmark: stairs,Continue for 20 steps to reach the stairwell.
action: board direction: down landmark: stairs,Step onto the stairs.
action: continue direction: down distance: 13 steps landmark: stairs,Walk down 13 steps to the landing.
action: turn direction: right distance: 3 steps,"In 3 steps, turn right."
action: continue direction: down distance: 13 steps landmark: stairs,Go down the remaining 13 steps.
action: exit direction: straight distance: 5 steps landmark: stairs,Exit the stairs and walk forward 5 steps.
action: stop,Stop at the stairwell exit.
action: continue distance: 7 steps landmark: stairs,Walk 7 steps to the stairs.
action: board direction: down landmark: stairs,Step down onto the stairs.
action: continue direction: down distance: 18 steps landmark: stairs,Walk down 18 steps.
action: turn direction: left distance: 4 steps,"In 4 steps, turn left."
action: continue direction: down distance: 18 steps landmark: stairs,Walk down the final 18 steps.
action: exit direction: straight distance: 3 steps landmark: stairs,Step off the stairs and walk 3 steps.
action: stop,Stop at the exit door.
action: board direction: down landmark: stairs,Carefully step onto the stairs going down.
action: continue distance: 25 steps,Walk straight for 25 steps.
action: turn direction: right distance: 10 steps,"In 10 steps, turn right."
action: continue distance: 40 steps,Continue straight for 40 steps.
action: turn direction: left distance: 15 steps,"In 15 steps, turn left."
action: continue distance: 12 steps,Walk forward for 12 steps.
action: turn direction: right distance: 5 steps,"In 5 steps, turn right."
action: continue distance: 30 steps,Continue straight for 30 steps.
action: turn direction: left distance: 8 steps,"In 8 steps, turn left."
action: continue distance: 20 steps,Walk straight for 20 steps.
action: continue distance: 15 steps landmark: staircase,Walk straight for 15 steps to reach the staircase.
action: continue distance: 5 steps landmark: staircase,Walk 5 steps forward to the staircase.
action: stop landmark: staircase,Stop. You have reached the staircase.
action: turn direction: right distance: 3 steps landmark: staircase,"In 3 steps, turn right towards the staircase."
action: turn direction: left distance: 2 steps landmark: staircase,"In 2 steps, turn left towards the staircase."
action: board direction: up landmark: staircase,Step onto the stairs and start climbing.
action: board direction: up distance: 12 steps landmark: staircase,Walk up 12 steps on the staircase.
action: board direction: up distance: 15 steps landmark: staircase,Climb the stairs for 15 steps.
action: board direction: up distance: 10 steps landmark: staircase,Take 10 steps up the staircase.
action: board direction: up distance: 8 steps landmark: staircase,Continue up the stairs for 8 steps.
action: board direction: up distance: 20 steps landmark: staircase,Go up 20 steps on the staircase.
action: exit direction: straight distance: 5 steps landmark: staircase,Step onto the landing and walk straight for 5 steps.
action: turn direction: left distance: 4 steps landmark: staircase,"In 4 steps, turn left towards the staircase."
action: turn direction: right distance: 3 steps landmark: staircase,"In 3 steps, turn right towards the staircase."
action: continue distance: 6 steps landmark: staircase,Walk forward 6 steps to the next flight of stairs.
action: board direction: up landmark: staircase,Start climbing the second flight of stairs.
action: board direction: up distance: 14 steps landmark: staircase,Walk up 14 steps to continue to the next floor.
action: board direction: up distance: 11 steps landmark: staircase,Climb the stairs for 11 steps.
action: board direction: up distance: 18 steps landmark: staircase,Take 18 steps up the staircase.
action: board direction: up distance: 13 steps landmark: staircase,Continue up the staircase for 13 steps.
action: board direction: up distance: 16 steps landmark: staircase,Go up 16 steps on the stairs.
action: exit direction: straight distance: 4 steps landmark: staircase,Step off the stairs and walk straight for 4 steps.
action: exit direction: left distance: 6 steps landmark: staircase,Exit the stairs and walk 6 steps to the left.
action: exit direction: right distance: 5 steps landmark: staircase,Exit the stairs and walk 5 steps to the right.
action: stop landmark: staircase,Stop. You have reached the top landing of the staircase.
action: continue distance: 10 steps,Walk straight for 10 steps.
action: turn direction: left distance: 12 steps,"In 12 steps, turn left."
action: turn direction: right distance: 7 steps,"In 7 steps, turn right."
action: continue distance: 22 steps,Continue forward for 22 steps.
action: board direction: up landmark: staircase,Begin walking up the stairs.
action: board direction: up distance: 9 steps landmark: staircase,Climb up for 9 steps.
action: board direction: up distance: 17 steps landmark: staircase,Walk up 17 steps on the staircase.
action: board direction: up distance: 19 steps landmark: staircase,Go up the staircase for 19 steps.
action: exit direction: straight distance: 3 steps landmark: staircase,Walk 3 steps forward onto the landing.
action: turn direction: left distance: 5 steps,"In 5 steps, turn left."
action: turn direction: right distance: 8 steps,"In 8 steps, turn right."
action: continue distance: 15 steps,Walk straight for 15 steps.
action: stop landmark: staircase,Stop here. You are at the top of the stairs.
action: continue distance: 4 steps landmark: staircase,Walk 4 steps forward on the top landing.
action: stop landmark: staircase,Stop. You have reached the final destination at the top landing.
action: stop landmark: staircase,Stop. You have arrived at the top of the staircase.
action: exit direction: straight distance: 5 steps landmark: stairs,Exit the stairs and walk forward 5 steps.
action: exit direction: straight distance: 10 steps landmark: stairs,Step out of the stairwell and walk straight for 10 steps.
action: exit direction: left distance: 4 steps landmark: stairs,Exit the stairs and turn left for 4 steps.
action: exit direction: right distance: 3 steps landmark: stairs,Step out of the stairwell and turn right for 3 steps.
action: exit direction: straight distance: 8 steps landmark: stairs,Exit the stairwell and walk forward 8 steps.
action: exit direction: left distance: 6 steps landmark: stairs,Exit the stairs and walk left for 6 steps.
action: exit direction: right distance: 5 steps landmark: stairs,Step away from the stairs and turn right for 5 steps.
action: exit direction: straight distance: 7 steps landmark: stairs,Exit the stairs and proceed straight for 7 steps.
action: continue distance: 20 steps,Continue straight for 20 steps.
action: continue distance: 25 steps,Walk straight for 25 steps.
action: continue distance: 30 steps,Go straight for 30 steps.
action: continue distance: 35 steps,Continue forward for 35 steps.
action: continue distance: 40 steps,Walk forward for 40 steps.
action: continue distance: 45 steps,Keep walking straight for 45 steps.
action: continue distance: 50 steps,Proceed straight for 50 steps.
action: continue distance: 55 steps,Continue straight for 55 steps.
action: continue distance: 60 steps,Walk straight for 60 steps.
action: continue distance: 65 steps,Go forward for 65 steps.
action: continue distance: 70 steps,Keep going straight for 70 steps.
action: continue distance: 75 steps,Walk ahead for 75 steps.
action: continue distance: 80 steps,Continue straight for 80 steps.
action: continue distance: 85 steps,Proceed forward for 85 steps.
action: continue distance: 90 steps,Walk straight for 90 steps.
action: continue distance: 95 steps,Keep walking forward for 95 steps.
action: continue distance: 100 steps,Continue straight for 100 steps.
action: stop landmark: clothing store,Stop. You have reached the clothing store.
action: stop landmark: Zara,Stop here. You have arrived at Zara.
action: stop landmark: H&M,Stop. You are at H&M.
action: stop landmark: Uniqlo,Stop. You have reached Uniqlo.
action: stop landmark: Gap,Stop here. You have arrived at the Gap.
action: stop landmark: Nike Store,Stop. You are at the Nike Store.
action: stop landmark: Adidas,Stop. You have reached the Adidas store.
action: stop landmark: Levi's,Stop here for Levi's.
action: stop landmark: Old Navy,Stop. You have arrived at Old Navy.
action: stop landmark: Banana Republic,Stop. You have reached Banana Republic.
action: continue distance: 40 steps landmark: clothing store,Continue straight for 40 steps to reach the clothing store.
action: continue distance: 50 steps landmark: Zara,Walk straight for 50 steps. Zara is directly ahead of you.
action: continue distance: 60 steps landmark: H&M,Go straight for 60 steps. You will reach H&M at the end of the hall.
action: continue distance: 70 steps landmark: Uniqlo,Walk forward for 70 steps to reach Uniqlo.
action: continue distance: 80 steps landmark: Gap,Continue straight for 80 steps. The Gap is straight ahead.
action: continue distance: 15 steps,Walk straight for 15 steps.
action: continue distance: 22 steps,Go straight for 22 steps.
action: continue distance: 33 steps,Keep going straight for 33 steps.
action: continue distance: 48 steps,Proceed straight for 48 steps.
action: continue distance: 52 steps,Continue forward for 52 steps.
action: continue distance: 67 steps,Walk straight for 67 steps.
action: continue distance: 72 steps,Go forward for 72 steps.
action: continue distance: 88 steps,Continue straight for 88 steps.
action: continue distance: 110 steps,Walk straight for 110 steps.
action: stop landmark: apparel shop,Stop. You have reached the apparel shop.
action: board direction: down landmark: stairs,Walk down the stairs.
action: board direction: down landmark: stairs,Go down the staircase.
action: board direction: down landmark: stairs,Descend the stairs.
action: board direction: down landmark: stairs,Step down the stairs.
action: board direction: down landmark: stairs,Take the stairs down to the ground floor.
action: exit direction: left distance: 2 steps landmark: stairs,"At the bottom of the stairs, make an immediate U-turn to the left."
action: exit direction: right distance: 2 steps landmark: stairs,"At the bottom of the stairs, make an immediate U-turn to the right."
action: exit direction: left distance: 3 steps landmark: stairs,Step off the stairs and turn sharply to your left.
action: exit direction: right distance: 3 steps landmark: stairs,Step off the stairs and turn sharply to your right.
action: exit direction: left distance: 4 steps landmark: stairs,Exit the stairs and make a 180-degree turn to the left.
action: exit direction: right distance: 4 steps landmark: stairs,Exit the stairs and make a 180-degree turn to the right.
action: turn direction: left distance: 5 steps,"In 5 steps, turn left."
action: turn direction: right distance: 5 steps,"In 5 steps, turn right."
action: turn direction: left distance: 10 steps,"In 10 steps, turn left."
action: turn direction: right distance: 10 steps,"In 10 steps, turn right."
action: continue distance: 12 steps,Continue straight for 12 steps.
action: continue distance: 15 steps,Walk forward for 15 steps.
action: continue distance: 18 steps,Continue straight for 18 steps.
action: continue distance: 20 steps,Walk straight for 20 steps.
action: continue distance: 22 steps,Continue forward for 22 steps.
action: continue distance: 25 steps,Walk straight for 25 steps.
action: continue distance: 28 steps,Continue for 28 steps.
action: continue distance: 30 steps,Walk forward for 30 steps.
action: continue distance: 32 steps,Continue straight for 32 steps.
action: continue distance: 35 steps,Walk straight for 35 steps.
action: continue distance: 38 steps,Continue for 38 steps.
action: continue distance: 40 steps,Walk forward for 40 steps.
action: continue distance: 42 steps,Continue straight for 42 steps.
action: continue distance: 45 steps,Walk straight for 45 steps.
action: continue distance: 50 steps,Continue straight for 50 steps.
action: stop landmark: Nike,Stop. You have reached the Nike store.
action: stop landmark: Apple Store,Stop. You are at the Apple Store.
action: stop landmark: Zara,Stop. You have reached Zara.
action: stop landmark: H&M,Stop. You are at H&M.
action: stop landmark: Sephora,Stop. You have reached Sephora.
action: stop landmark: Uniqlo,Stop. You are at Uniqlo.
action: stop landmark: food court,Stop. You have reached the food court.
action: stop landmark: restroom,Stop here for the restroom.
action: stop landmark: pharmacy,Stop. The pharmacy is directly in front of you.
action: stop landmark: ATM,Stop here. You have reached the ATM.
action: stop landmark: bookstore,Stop. You are at the bookstore.
action: stop landmark: cinema,Stop. You have reached the cinema.
action: stop landmark: elevator,Stop here for the elevator.
action: stop landmark: information desk,Stop. You are at the information desk.
action: stop landmark: cafe,Stop. You have reached the cafe.
action: stop landmark: toy store,Stop. You are at the toy store.
action: stop landmark: jewelry store,Stop here for the jewelry store.
action: stop landmark: gym,Stop. You have reached the gym.
action: stop landmark: exit,Stop here. You have reached the exit.
action: stop landmark: parking,Stop. You are at the entrance to the parking garage.
action: board direction: up landmark: escalator,Step onto the escalator going up.
action: board direction: up landmark: escalator,Board the upward moving escalator.
action: board direction: up landmark: escalator,Step onto the escalator to the next floor.
action: board direction: up landmark: escalator,Get on the escalator going up.
action: board direction: up landmark: escalator,Move onto the escalator going up.
action: exit direction: straight distance: 5 steps landmark: escalator,Step off the escalator and walk forward for 5 steps.
action: exit direction: straight distance: 3 steps landmark: escalator,Exit the escalator and walk 3 steps straight ahead.
action: exit direction: straight distance: 8 steps landmark: escalator,Step off the escalator and walk 8 steps straight.
action: exit direction: straight distance: 4 steps landmark: escalator,Exit the escalator and walk forward for 4 steps.
action: exit direction: straight distance: 6 steps landmark: escalator,Step off the escalator and take 6 steps straight ahead.
action: turn direction: left distance: 10 steps,"In 10 steps, turn left."
action: turn direction: left distance: 15 steps,"In 15 steps, turn left."
action: turn direction: left distance: 22 steps,"In 22 steps, turn left."
action: turn direction: left distance: 8 steps,"In 8 steps, turn left."
action: turn direction: left distance: 12 steps,"In 12 steps, turn left."
action: turn direction: right distance: 10 steps,"In 10 steps, turn right."
action: turn direction: right distance: 15 steps,"In 15 steps, turn right."
action: turn direction: right distance: 25 steps,"In 25 steps, turn right."
action: turn direction: right distance: 7 steps,"In 7 steps, turn right."
action: turn direction: right distance: 14 steps,"In 14 steps, turn right."
action: continue distance: 12 steps,Walk straight for 12 steps.
action: continue distance: 18 steps,Continue forward for 18 steps.
action: continue distance: 30 steps,Walk forward for 30 steps.
action: continue distance: 25 steps,Continue straight for 25 steps.
action: continue distance: 9 steps,Walk straight for 9 steps.
action: turn direction: left distance: 11 steps,"In 11 steps, turn left."
action: turn direction: left distance: 13 steps,"In 13 steps, turn left."
action: turn direction: left distance: 20 steps,"In 20 steps, turn left."
action: turn direction: left distance: 5 steps,"In 5 steps, turn left."
action: turn direction: left distance: 16 steps,"In 16 steps, turn left."
action: turn direction: right distance: 11 steps,"In 11 steps, turn right."
action: turn direction: right distance: 13 steps,"In 13 steps, turn right."
action: turn direction: right distance: 20 steps,"In 20 steps, turn right."
action: turn direction: right distance: 5 steps,"In 5 steps, turn right."
action: turn direction: right distance: 16 steps,"In 16 steps, turn right."
action: continue distance: 21 steps,Continue straight for 21 steps.
action: continue distance: 17 steps,Walk straight for 17 steps.
action: continue distance: 28 steps,Take 28 steps forward.
action: continue distance: 14 steps,Walk forward for 14 steps.
action: continue distance: 33 steps,Continue straight for 33 steps.
action: continue distance: 5 steps landmark: washroom,Walk 5 steps straight to reach the washroom.
action: continue distance: 10 steps landmark: washroom,Continue straight for 10 steps to the washroom.
action: stop landmark: washroom,Stop here. You have reached the washroom.
action: stop landmark: washroom,You have arrived at the washroom.
action: stop landmark: washroom,The washroom is directly in front of you. Stop here.
action: continue distance: 8 steps landmark: washroom,Take 8 steps forward to the washroom entrance.
action: stop landmark: washroom,The washroom is here. Please stop.
action: continue distance: 3 steps landmark: washroom,Walk straight for 3 more steps to reach the washroom.
action: stop landmark: washroom,You are at the washroom. Stop walking.
action: continue distance: 12 steps landmark: washroom,Walk forward for 12 steps to the washroom entrance.
action: board landmark: elevator,Board the elevator.
action: board landmark: elevator,Step into the elevator.
action: board landmark: elevator,Enter the elevator.
action: board landmark: elevator,Please board the elevator.
action: board landmark: elevator,Walk into the elevator.
action: continue direction: up landmark: elevator,Take the elevator up to the second floor.
action: continue direction: up landmark: elevator,Go up to the second floor in the elevator.
action: continue direction: up landmark: elevator,Stay in the elevator until you reach the second floor.
action: continue direction: up landmark: elevator,Ride the elevator to floor two.
action: continue direction: up landmark: elevator,Ascend to the second floor via the elevator.
action: exit direction: straight distance: 5 steps landmark: elevator,Exit the elevator and walk straight for 5 steps.
action: exit direction: straight distance: 3 steps landmark: elevator,Step out of the elevator and walk 3 steps forward.
action: exit direction: straight distance: 10 steps landmark: elevator,Exit the elevator and walk forward for 10 steps.
action: exit direction: straight distance: 4 steps landmark: elevator,Walk straight for 4 steps out of the elevator.
action: exit direction: straight distance: 6 steps landmark: elevator,Exit and walk forward for 6 steps from the elevator.
action: exit direction: straight distance: 7 steps landmark: elevator,Walk 7 steps straight as you exit the elevator.
action: exit direction: straight distance: 8 steps landmark: elevator,Step out and walk straight for 8 steps.
action: exit direction: straight distance: 2 steps landmark: elevator,Walk forward for 2 steps out of the elevator.
action: exit direction: straight distance: 9 steps landmark: elevator,Exit the elevator and walk 9 steps straight.
action: exit direction: straight distance: 5 steps landmark: elevator,Step forward 5 steps from the elevator.
action: continue distance: 15 steps,Walk straight for 15 steps.
action: continue distance: 20 steps,Continue forward for 20 steps.
action: continue distance: 25 steps,Walk forward for 25 steps.
action: continue distance: 30 steps,Continue straight for 30 steps.
action: continue distance: 12 steps,Walk forward for 12 steps.
action: continue distance: 18 steps,Continue straight for 18 steps.
action: continue distance: 22 steps,Walk straight for 22 steps.
action: continue distance: 35 steps,Walk forward for 35 steps.
action: continue distance: 40 steps,Continue straight for 40 steps.
action: continue distance: 10 steps,Proceed forward for 10 steps.
action: continue distance: 14 steps,Walk straight ahead for 14 steps.
action: continue distance: 16 steps,Continue forward for 16 steps.
action: continue distance: 28 steps,Walk straight for 28 steps.
action: continue distance: 45 steps,Continue forward for 45 steps.
action: continue distance: 50 steps,Walk forward for 50 steps.
action: continue distance: 5 steps,Walk straight for 5 steps.
action: continue distance: 8 steps,Continue forward for 8 steps.
action: continue distance: 11 steps,Walk straight for 11 steps.
action: continue distance: 13 steps,Continue forward for 13 steps.
action: continue distance: 17 steps,Walk forward for 17 steps.
action: stop landmark: furniture store,Stop. You have reached the furniture store.
action: stop landmark: furniture store,Stop here. You are at the furniture store.
action: stop landmark: furniture store,Stop. The furniture store is directly in front of you.
action: stop landmark: furniture store,You have arrived at the furniture store. Please stop.
action: stop landmark: furniture store,Stop here. This is the entrance to the furniture store.
action: continue distance: 5 steps landmark: furniture store,Walk 5 steps forward to the furniture store.
action: continue distance: 10 steps landmark: furniture store,Continue straight for 10 steps to the furniture store.
action: continue distance: 15 steps landmark: furniture store,Walk forward for 15 steps to reach the furniture store.
action: continue distance: 3 steps landmark: furniture store,Move forward 3 steps to the furniture store.
action: continue distance: 20 steps landmark: furniture store,Walk straight for 20 steps to reach the furniture store.
action: continue distance: 10 steps landmark: stairs,Walk forward 10 steps to the stairs.
action: continue distance: 25 steps landmark: stairs,Continue straight for 25 steps to reach the stairs.
action: continue distance: 15 steps landmark: stairs,Walk 15 steps straight ahead toward the stairs.
action: continue distance: 40 steps landmark: stairs,Continue straight for 40 steps to the stairs.
action: continue distance: 5 steps landmark: stairs,Walk 5 steps forward to the stairs.
action: continue distance: 12 steps landmark: stairs,Go straight for 12 steps to the stairs.
action: continue distance: 18 steps landmark: stairs,Continue 18 steps forward to the stairs.
action: continue distance: 30 steps landmark: stairs,Walk 30 steps straight to reach the stairs.
action: continue distance: 22 steps landmark: stairs,Walk straight for 22 steps to the stairs.
action: continue distance: 35 steps landmark: stairs,Continue 35 steps forward to the stairs.
action: board direction: up landmark: stairs,Step onto the stairs and walk up to the next floor.
action: board direction: up landmark: stairs,Climb the stairs to reach the upper floor.
action: board direction: up landmark: stairs,Walk up the stairs.
action: board direction: up landmark: stairs,Use the stairs to go up one level.
action: board direction: up landmark: stairs,Begin climbing the stairs to the next floor.
action: board direction: up landmark: stairs,Go up the stairs to the next level.
action: board direction: up landmark: stairs,Take the stairs up one floor.
action: board direction: up landmark: stairs,Climb up the stairs to the floor above.
action: board direction: up landmark: stairs,Walk up the stairs to reach the next level.
action: board direction: up landmark: stairs,Start walking up the stairs.
action: exit direction: left distance: 5 steps landmark: stairs,Exit the stairs and turn left for 5 steps.
action: exit direction: left distance: 10 steps landmark: stairs,At the top of the stairs turn left and walk 10 steps.
action: exit direction: left distance: 8 steps landmark: stairs,Step off the stairs and turn left for 8 steps.
action: exit direction: left distance: 12 steps landmark: stairs,Exit the stairs and walk 12 steps to the left.
action: exit direction: left distance: 6 steps landmark: stairs,Once off the stairs turn left and walk 6 steps.
action: turn direction: left distance: 15 steps,"In 15 steps, turn left."
action: turn direction: left distance: 20 steps,"In 20 steps, turn left."
action: turn direction: left distance: 10 steps,"In 10 steps, turn left."
action: turn direction: left distance: 25 steps,"In 25 steps, turn left."
action: turn direction: left distance: 5 steps,"In 5 steps, turn left."
action: turn direction: left distance: 12 steps,"In 12 steps, turn left."
action: turn direction: left distance: 30 steps,"In 30 steps, turn left."
action: turn direction: left distance: 18 steps,"In 18 steps, turn left."
action: turn direction: left distance: 7 steps,"In 7 steps, turn left."
action: turn direction: left distance: 40 steps,"In 40 steps, turn left."
action: continue distance: 10 steps landmark: restroom,Walk 10 steps straight to the restroom.
action: continue distance: 15 steps landmark: restroom,Continue straight for 15 steps toward the restroom.
action: continue distance: 20 steps landmark: restroom,Walk forward 20 steps to reach the restroom.
action: continue distance: 5 steps landmark: restroom,Walk 5 steps forward to the restroom.
action: continue distance: 12 steps landmark: restroom,Go straight for 12 steps to the restroom.
action: continue distance: 25 steps landmark: restroom,Continue straight for 25 steps to the restroom.
action: continue distance: 8 steps landmark: restroom,Walk forward 8 steps toward the restroom.
action: continue distance: 30 steps landmark: restroom,Walk 30 steps straight to the restroom.
action: stop landmark: restroom,Stop here. You have reached the restroom.
action: stop landmark: restroom,Stop. The restroom is directly in front of you.
action: stop landmark: restroom,Stop. You have arrived at the restroom.
action: stop landmark: restroom,Stop here. You are at the restroom.
action: stop landmark: restroom,Stop now. You have reached the restroom.
action: stop landmark: restroom,Stop. The restroom is located here.
action: stop landmark: restroom,Stop. You have reached your destination at the restroom.
action: continue distance: 20 steps,Walk straight for 20 steps.
action: turn direction: left distance: 5 steps,"In 5 steps, turn left."
action: continue distance: 15 steps landmark: elevator,Continue straight for 15 steps to reach the elevator.
action: board direction: down landmark: elevator,Step into the elevator to go down to the basement.
action: exit direction: straight distance: 10 steps landmark: elevator,Exit the elevator and walk forward for 10 steps.
action: continue distance: 40 steps,Continue straight for 40 steps.
action: continue distance: 25 steps landmark: supermarket,Continue forward for 25 steps to the supermarket.
action: stop landmark: supermarket,Stop here. You have reached the supermarket entrance.
action: continue distance: 30 steps,Walk forward for 30 steps.
action: turn direction: right distance: 8 steps,"In 8 steps, turn right."
action: continue distance: 12 steps landmark: elevator,Walk 12 steps forward to the elevator.
action: board direction: down landmark: elevator,Enter the elevator and go down.
action: exit direction: straight distance: 5 steps landmark: elevator,Step out of the elevator and walk straight for 5 steps.
action: continue distance: 50 steps,Walk straight ahead for 50 steps.
action: continue distance: 10 steps landmark: supermarket,Walk 10 steps forward to reach the supermarket.
action: stop landmark: supermarket,Stop. The supermarket is directly in front of you.
action: turn direction: left distance: 12 steps,"In 12 steps, turn left."
action: continue distance: 22 steps landmark: elevator,Continue for 22 steps until you reach the elevator.
action: board direction: down landmark: elevator,Board the elevator to go down to the basement level.
action: exit direction: straight distance: 15 steps landmark: elevator,Exit the elevator and go straight for 15 steps.
action: continue distance: 35 steps,Continue straight for 35 steps.
action: continue distance: 5 steps landmark: supermarket,Walk forward 5 steps to the supermarket.
action: stop landmark: supermarket,You have arrived at the supermarket. Stop here.
action: continue distance: 18 steps,Walk straight for 18 steps.
action: turn direction: right distance: 10 steps,"In 10 steps, turn right."
action: continue distance: 7 steps landmark: elevator,Walk 7 steps forward to the elevator.
action: board direction: down landmark: elevator,Get into the elevator to go down.
action: exit direction: straight distance: 12 steps landmark: elevator,Exit the elevator and move forward 12 steps.
action: continue distance: 60 steps,Continue straight for 60 steps.
action: continue distance: 20 steps landmark: supermarket,Walk forward 20 steps to reach the supermarket entrance.
action: stop landmark: supermarket,"Stop. You have reached your destination, the supermarket."
action: turn direction: left distance: 15 steps,"In 15 steps, turn left."
action: continue distance: 25 steps landmark: elevator,Walk straight for 25 steps to the elevator.
action: board direction: down landmark: elevator,Enter the elevator to descend to the basement.
action: exit direction: straight distance: 7 steps landmark: elevator,Exit the elevator and walk forward for 7 steps.
action: continue distance: 45 steps,Go straight for 45 steps.
action: continue distance: 15 steps landmark: supermarket,Continue for 15 steps to the supermarket.
action: stop landmark: supermarket,Stop here. The supermarket entrance is in front of you.
action: continue distance: 10 steps,Walk forward for 10 steps.
action: turn direction: right distance: 12 steps,"In 12 steps, turn right."
action: continue distance: 18 steps landmark: elevator,Walk 18 steps forward to the elevator.
action: board direction: down landmark: elevator,Step onto the elevator and go down to the basement.
action: exit direction: straight distance: 20 steps landmark: elevator,Exit the elevator and walk straight for 20 steps.
action: continue distance: 30 steps,Continue straight for 30 steps.
action: continue distance: 8 steps landmark: supermarket,Take 8 steps forward to reach the supermarket.
action: stop landmark: supermarket,Stop. You are at the supermarket entrance.
action: turn direction: left distance: 20 steps,"In 20 steps, turn left."
action: continue distance: 5 steps landmark: elevator,Walk 5 steps forward to the elevator.
action: board direction: down landmark: elevator,Step into the elevator to go down.
action: exit direction: straight distance: 10 steps landmark: elevator,Exit the elevator and walk 10 steps forward.
action: board direction: up landmark: escalator,Step onto the escalator to go up.
action: exit direction: straight distance: 5 steps landmark: escalator,Exit the escalator and walk straight for 5 steps.
action: turn direction: left distance: 20 steps,"In 20 steps, turn left."
action: stop landmark: sports store,Stop. You have arrived at the sports store.
action: board direction: up landmark: escalator,Step onto the escalator going up.
action: exit direction: straight distance: 3 steps landmark: escalator,Step off the escalator and walk forward 3 steps.
action: turn direction: right distance: 15 steps,"In 15 steps, turn right."
action: stop landmark: Nike,Stop here. You have reached the Nike store.
action: board direction: up landmark: escalator,Board the escalator to the upper floor.
action: exit direction: straight distance: 4 steps landmark: escalator,Exit the escalator and take 4 steps straight ahead.
action: turn direction: left distance: 10 steps,"In 10 steps, turn left."
action: stop landmark: Adidas,Stop. You are at the Adidas store.
action: board direction: up landmark: escalator,Take the up-escalator.
action: exit direction: straight distance: 6 steps landmark: escalator,Exit the escalator and walk 6 steps forward.
action: turn direction: right distance: 25 steps,"In 25 steps, turn right."
action: stop landmark: Puma,Stop. You have reached the Puma store.
action: board direction: up landmark: escalator,Step on the escalator moving up.
action: exit direction: straight distance: 2 steps landmark: escalator,Exit the escalator and walk straight for 2 steps.
action: turn direction: left distance: 30 steps,"In 30 steps, turn left."
action: stop landmark: Reebok,Stop. You are at Reebok.
action: board direction: up landmark: escalator,Step onto the escalator to go to the next level.
action: exit direction: straight distance: 5 steps landmark: escalator,Step off the escalator and take 5 steps straight.
action: turn direction: right distance: 12 steps,"In 12 steps, turn right."
action: stop landmark: Under Armour,Stop here. You have reached Under Armour.
action: board direction: up landmark: escalator,Board the upward escalator.
action: exit direction: straight distance: 3 steps landmark: escalator,Exit the escalator and walk forward 3 steps.
action: turn direction: left distance: 40 steps,"In 40 steps, turn left."
