input,target
action: exit direction: straight distance: 20 steps landmark: escalator,"Walk straight for 20 steps after you exit the escalator."
action: exit direction: straight distance: 20 steps landmark: escalator,"Walk straight for 20 steps after you step off the escalator."
action: exit direction: straight distance: 20 steps landmark: escalator,"Walk straight for 20 steps after getting off the escalator."
action: exit direction: straight distance: 20 steps landmark: escalator,"Take 20 steps straight ahead once you exit the escalator."
action: exit direction: straight distance: 20 steps landmark: escalator,"Take 20 steps straight ahead once you step off the escalator."
action: exit direction: straight distance: 20 steps landmark: escalator,"Take 20 steps straight ahead after exiting the escalator."
action: exit direction: straight distance: 20 steps landmark: escalator,"Proceed straight for 20 steps after you exit the escalator."
action: exit direction: straight distance: 20 steps landmark: escalator,"Proceed straight for 20 steps after stepping off the escalator."
action: exit direction: straight distance: 20 steps landmark: escalator,"Move straight for 20 steps after you exit the escalator."
action: exit direction: straight distance: 20 steps landmark: escalator,"Move straight for 20 steps after stepping off the escalator."
action: exit direction: straight distance: 20 steps landmark: escalator,"Move forward for 20 steps once you exit the escalator."
action: exit direction: straight distance: 20 steps landmark: escalator,"Move forward for 20 steps once you step off the escalator."
action: exit direction: straight distance: 20 steps landmark: escalator,"Off the escalator, then 20 steps straight ahead."
action: exit direction: straight distance: 20 steps landmark: escalator,"Off the escalator, walk 20 steps straight."
action: exit direction: straight distance: 20 steps landmark: escalator,"Off the escalator, walk straight for 20 steps."
action: exit direction: straight distance: 20 steps landmark: escalator,"Step off the escalator and move straight for 20 steps."
action: exit direction: straight distance: 20 steps landmark: escalator,"Exit the escalator and move straight for 20 steps."
action: exit direction: right distance: 5 steps landmark: escalator,"Step off the escalator and turn right for 5 steps."
action: exit direction: right distance: 10 steps landmark: escalator,"Exit the escalator and turn right for 10 steps."
action: exit direction: right distance: 15 steps landmark: escalator,"Step off the escalator, turn right, and walk 15 steps."
action: exit direction: right distance: 8 steps landmark: escalator,"Exit the escalator and immediately turn right for 8 steps."
action: exit direction: right distance: 12 steps landmark: escalator,"Step off the escalator and take 12 steps to your right."
action: exit direction: right distance: 3 steps landmark: escalator,"Exit the escalator, turn right, and take 3 steps."
action: exit direction: right distance: 20 steps landmark: escalator,"Step off the escalator and walk right for 20 steps."
action: exit direction: right distance: 7 steps landmark: escalator,"Exit the escalator and turn right for 7 steps."
action: exit direction: right distance: 25 steps landmark: escalator,"Step off the escalator and turn right, walking for 25 steps."
action: exit direction: right distance: 4 steps landmark: escalator,"Exit the escalator and take 4 steps to the right."
action: exit direction: right distance: 6 steps landmark: washroom,"Step off the escalator and turn right for 6 steps. You have reached the washroom."
action: exit direction: right distance: 11 steps landmark: Zara,"Exit the escalator and turn right for 11 steps to reach Zara."
action: exit direction: right distance: 9 steps landmark: pharmacy,"Step off the escalator, turn right, and walk 9 steps to the pharmacy."
action: exit direction: right distance: 14 steps landmark: food court,"Exit the escalator and walk right for 14 steps. The food court is here."
action: exit direction: right distance: 18 steps landmark: cinema,"Step off the escalator and turn right for 18 steps to reach the cinema."
action: exit direction: right distance: 22 steps landmark: bookstore,"Exit the escalator and turn right for 22 steps. The bookstore is in front of you."
action: exit direction: right distance: 13 steps landmark: ATM,"Step off the escalator, turn right, and walk 13 steps to the ATM."
action: exit direction: right distance: 30 steps landmark: Apple Store,"Exit the escalator and turn right for 30 steps to reach the Apple Store."
action: exit direction: right distance: 2 steps landmark: information desk,"Step off the escalator and turn right for 2 steps. The information desk is here."
action: exit direction: right distance: 16 steps landmark: Nike,"Exit the escalator, turn right, and take 16 steps to Nike."
action: exit direction: right distance: 21 steps landmark: escalator,"Step off the escalator and turn right for 21 steps."
action: exit direction: right distance: 24 steps landmark: escalator,"Exit the escalator and turn right for 24 steps."
action: exit direction: right distance: 26 steps landmark: escalator,"Step off the escalator, turn right, and walk 26 steps."
action: exit direction: right distance: 28 steps landmark: escalator,"Exit the escalator and immediately turn right for 28 steps."
action: exit direction: right distance: 35 steps landmark: escalator,"Step off the escalator and walk right for 35 steps."
action: exit direction: right distance: 40 steps landmark: escalator,"Exit the escalator and turn right for 40 steps."
action: exit direction: right distance: 1 step landmark: escalator,"Step off the escalator and take 1 step to the right."
action: exit direction: right distance: 19 steps landmark: escalator,"Exit the escalator and turn right for 19 steps."
action: exit direction: right distance: 23 steps landmark: escalator,"Step off the escalator and turn right for 23 steps."
action: exit direction: right distance: 27 steps landmark: escalator,"Exit the escalator and turn right for 27 steps."
action: exit direction: right distance: 5 steps landmark: Starbucks,"Step off the escalator and turn right for 5 steps to reach Starbucks."
action: exit direction: right distance: 8 steps landmark: Uniqlo,"Exit the escalator and turn right for 8 steps to reach Uniqlo."
action: exit direction: right distance: 12 steps landmark: Sephora,"Step off the escalator, turn right, and walk 12 steps to Sephora."
action: exit direction: right distance: 10 steps landmark: H&M,"Exit the escalator and turn right for 10 steps to reach H&M."
action: exit direction: right distance: 7 steps landmark: Adidas,"Step off the escalator and turn right for 7 steps to reach Adidas."
action: exit direction: right distance: 15 steps landmark: Lego Store,"Exit the escalator and walk right for 15 steps to reach the Lego Store."
action: exit direction: right distance: 4 steps landmark: Disney Store,"Step off the escalator, turn right, and walk 4 steps to the Disney Store."
action: exit direction: right distance: 9 steps landmark: GameStop,"Exit the escalator and turn right for 9 steps to reach GameStop."
action: exit direction: right distance: 11 steps landmark: Foot Locker,"Step off the escalator and turn right for 11 steps to reach Foot Locker."
action: exit direction: right distance: 6 steps landmark: Lush,"Exit the escalator and turn right for 6 steps to reach Lush."
action: exit direction: right distance: 13 steps landmark: Pandora,"Step off the escalator, turn right, and walk 13 steps to reach Pandora."
action: exit direction: right distance: 14 steps landmark: Swarovski,"Exit the escalator and turn right for 14 steps to Swarovski."
action: exit direction: right distance: 17 steps landmark: Vans,"Step off the escalator and turn right for 17 steps to reach Vans."
action: exit direction: right distance: 20 steps landmark: Levi's,"Exit the escalator and walk right for 20 steps to reach Levi's."
action: exit direction: right distance: 32 steps landmark: escalator,"Step off the escalator and turn right for 32 steps."
action: exit direction: right distance: 33 steps landmark: escalator,"Exit the escalator and turn right for 33 steps."
action: exit direction: right distance: 34 steps landmark: escalator,"Step off the escalator, turn right, and walk 34 steps."
action: exit direction: right distance: 36 steps landmark: escalator,"Exit the escalator and turn right for 36 steps."
action: exit direction: right distance: 38 steps landmark: escalator,"Step off the escalator and walk right for 38 steps."
action: exit direction: right distance: 50 steps landmark: escalator,"Exit the escalator and turn right for 50 steps."
action: continue distance: 15 steps landmark: escalator,"Walk straight for 15 steps to reach the escalator."
action: continue distance: 25 steps landmark: escalator,"Continue straight for 25 steps to the escalator."
action: continue distance: 40 steps landmark: escalator,"Keep walking straight for 40 steps to the escalator."
action: continue distance: 10 steps landmark: escalator,"Walk forward for 10 steps until you reach the escalator."
action: continue distance: 35 steps landmark: escalator,"Go straight for 35 steps to find the escalator."
action: turn direction: left distance: 12 steps landmark: escalator,"Turn left and walk 12 steps to the escalator."
action: turn direction: right distance: 8 steps landmark: escalator,"Turn right and walk 8 steps to the escalator."
action: turn direction: left distance: 20 steps landmark: escalator,"Turn left and take 20 steps to reach the escalator."
action: turn direction: right distance: 15 steps landmark: escalator,"Turn right and walk 15 steps to reach the escalator."
action: turn direction: left distance: 5 steps landmark: escalator,"Turn left and walk 5 steps to the escalator."
action: board direction: up landmark: escalator,"Step onto the escalator to go up."
action: board direction: up landmark: escalator,"Board the escalator and ride it up."
action: board direction: up landmark: escalator,"Get on the upward escalator."
action: board direction: up landmark: escalator,"Step onto the escalator and travel up to the next floor."
action: board direction: up landmark: escalator,"Proceed onto the escalator going up."
action: exit direction: straight distance: 5 steps landmark: pharmacy,"Step off the escalator and walk 5 steps to the pharmacy."
action: exit direction: straight distance: 5 steps landmark: pharmacy,"Exit the escalator and walk forward 5 steps to the pharmacy."
action: exit direction: straight distance: 5 steps landmark: pharmacy,"Step off and walk 5 steps straight to reach the pharmacy."
action: exit direction: straight distance: 5 steps landmark: pharmacy,"Move forward 5 steps from the escalator to the pharmacy."
action: exit direction: straight distance: 5 steps landmark: pharmacy,"Disembark and walk 5 steps straight ahead to the pharmacy."
action: stop landmark: pharmacy,"Stop. You have reached the pharmacy."
action: stop landmark: pharmacy,"Stop here. The pharmacy is in front of you."
action: stop landmark: pharmacy,"You have arrived. Stop at the pharmacy."
action: stop landmark: pharmacy,"Stop now. The pharmacy is directly ahead."
action: stop landmark: pharmacy,"Arrival confirmed. Stop at the pharmacy."
action: continue distance: 50 steps landmark: escalator,"Walk forward for 50 steps to the escalator."
action: continue distance: 18 steps landmark: escalator,"Go straight for 18 steps to reach the escalator."
action: turn direction: left distance: 30 steps landmark: escalator,"Turn left and continue for 30 steps to the escalator."
action: turn direction: right distance: 22 steps landmark: escalator,"Turn right and walk 22 steps to the escalator."
action: turn direction: left distance: 14 steps landmark: escalator,"Turn left and walk 14 steps to the escalator."
action: board direction: up landmark: escalator,"Step forward onto the escalator going up."
action: board direction: up landmark: escalator,"Take the escalator up to the next level."
action: board direction: up landmark: escalator,"Use the escalator to go up."
action: board direction: up landmark: escalator,"Step onto the rising escalator."
action: board direction: up landmark: escalator,"Enter the escalator going up."
action: exit direction: straight distance: 5 steps landmark: pharmacy,"Exit the escalator and proceed 5 steps to the pharmacy."
action: exit direction: straight distance: 5 steps landmark: pharmacy,"Exit now and take 5 steps to the pharmacy."
action: exit direction: straight distance: 5 steps landmark: pharmacy,"Step off the escalator and walk 5 steps to reach your destination, the pharmacy."
action: exit direction: straight distance: 5 steps landmark: pharmacy,"Go forward 5 steps to the pharmacy after exiting."
action: exit direction: straight distance: 5 steps landmark: pharmacy,"Walk 5 steps straight to the pharmacy from the escalator."
action: stop landmark: pharmacy,"Stop here. You are at the pharmacy entrance."
action: stop landmark: pharmacy,"Stop. You are now at the pharmacy."
action: stop landmark: pharmacy,"Destination reached. Stop at the pharmacy."
action: stop landmark: pharmacy,"Stop. The pharmacy is located here."
action: stop landmark: pharmacy,"Please stop. You have arrived at the pharmacy."
action: continue distance: 60 steps landmark: escalator,"Walk straight for 60 steps to reach the escalator."
action: turn direction: right distance: 4 steps landmark: escalator,"Turn right and walk 4 steps to the escalator."
action: continue distance: 5 steps landmark: escalator,"Walk forward 5 steps to the escalator."
action: turn direction: left distance: 7 steps landmark: escalator,"Turn left and take 7 steps to the escalator."
action: turn direction: right distance: 11 steps landmark: escalator,"Turn right and walk 11 steps to reach the escalator."
action: continue distance: 15 steps landmark: escalator,"Walk straight for 15 steps to the escalator."
action: turn direction: left distance: 8 steps landmark: escalator,"Turn left and walk 8 steps to reach the escalator."
action: turn direction: right distance: 6 steps landmark: escalator,"Turn right and walk 6 steps to the escalator."
action: board direction: up landmark: escalator,"Step onto the escalator to go up to the first floor."
action: board direction: up landmark: escalator,"Board the upward escalator."
action: exit direction: straight distance: 10 steps landmark: escalator,"Exit the escalator and walk straight for 10 steps to the second escalator."
action: exit direction: left distance: 12 steps landmark: escalator,"Step off and turn left for 12 steps to reach the next escalator."
action: exit direction: right distance: 9 steps landmark: escalator,"Step off and turn right for 9 steps to the next escalator."
action: exit direction: straight distance: 15 steps landmark: escalator,"Exit and walk forward 15 steps to the second escalator."
action: exit direction: left distance: 5 steps landmark: escalator,"Step off and turn left for 5 steps to the escalator."
action: exit direction: right distance: 7 steps landmark: escalator,"Step off and turn right for 7 steps to the next escalator."
action: board direction: up landmark: escalator,"Step onto the second escalator to go up to the second floor."
action: board direction: up landmark: escalator,"Board the escalator to continue to the second floor."
action: exit direction: straight distance: 20 steps landmark: Zara,"Exit the escalator and walk straight for 20 steps to Zara."
action: exit direction: left distance: 15 steps landmark: Sephora,"Exit and turn left for 15 steps to reach Sephora."
action: exit direction: right distance: 18 steps landmark: Apple Store,"Step off and turn right for 18 steps to the Apple Store."
action: continue distance: 25 steps landmark: washroom,"Continue straight for 25 steps to the washroom."
action: stop landmark: washroom,"Stop here. You have reached the washroom."
action: stop landmark: Zara,"Stop. You have arrived at Zara."
action: stop landmark: Sephora,"Stop. You are at the entrance of Sephora."
action: continue distance: 12 steps landmark: escalator,"Go forward 12 steps to the first escalator."
action: turn direction: left distance: 10 steps landmark: escalator,"Turn left and walk 10 steps to the escalator."
action: turn direction: right distance: 4 steps landmark: escalator,"Turn right and go 4 steps to the escalator."
action: board direction: up landmark: escalator,"Take the escalator up."
action: exit direction: straight distance: 8 steps landmark: escalator,"Exit and walk 8 steps forward to the next escalator."
action: exit direction: left distance: 14 steps landmark: escalator,"Step off and turn left for 14 steps to reach the second escalator."
action: exit direction: right distance: 11 steps landmark: escalator,"Step off and turn right for 11 steps to the second escalator."
action: board direction: up landmark: escalator,"Step on the upward escalator to reach the second floor."
action: exit direction: straight distance: 30 steps landmark: H&M,"Exit the escalator and walk 30 steps to H&M."
action: exit direction: left distance: 22 steps landmark: Nike,"Exit and turn left for 22 steps to Nike."
action: exit direction: right distance: 25 steps landmark: Starbucks,"Step off and turn right for 25 steps to Starbucks."
action: turn direction: left distance: 5 steps landmark: escalator,"Turn left and walk 5 steps to the first escalator."
action: turn direction: right distance: 12 steps landmark: escalator,"Turn right and walk 12 steps to the escalator."
action: board direction: up landmark: escalator,"Step onto the escalator to begin your ascent."
action: exit direction: straight distance: 6 steps landmark: escalator,"Exit the escalator and walk 6 steps to the next one."
action: exit direction: left distance: 20 steps landmark: escalator,"Step off and turn left for 20 steps to reach the next escalator."
action: exit direction: right distance: 15 steps landmark: escalator,"Step off and turn right for 15 steps to the second escalator."
action: board direction: up landmark: escalator,"Take the second escalator up to the next level."
action: exit direction: straight distance: 10 steps landmark: Uniqlo,"Exit and walk 10 steps to Uniqlo."
action: exit direction: left distance: 8 steps landmark: Food Court,"Step off and turn left for 8 steps to the Food Court."
action: exit direction: right distance: 14 steps landmark: Cinema,"Exit and turn right for 14 steps to the Cinema."
action: continue distance: 35 steps landmark: Lego Store,"Continue straight for 35 steps to the Lego Store."
action: stop landmark: Lego Store,"Stop. You have reached the Lego Store."
action: stop landmark: H&M,"Stop here. You are at H&M."
action: stop landmark: Starbucks,"Stop. You have arrived at Starbucks."
action: continue distance: 5 steps landmark: escalator,"Walk forward 5 steps to the escalator."
action: exit direction: straight distance: 12 steps landmark: escalator,"Step off and walk 12 steps to the second escalator."
action: board direction: up landmark: escalator,"Board the second upward escalator."
action: exit direction: left distance: 30 steps landmark: Adidas,"Exit and turn left for 30 steps to reach Adidas."
action: stop landmark: Adidas,"Stop. You are at the Adidas store."
action: continue distance: 10 steps,"Walk forward 10 steps."
action: turn direction: left,"Turn left."
action: turn direction: left distance: 5 steps,"Turn left and take 5 steps."
action: stop landmark: escalator,"Stop. You are at the escalator."
action: board direction: down landmark: escalator,"Step onto the escalator going down."
action: continue distance: 15 steps,"Continue straight for 15 steps."
action: turn direction: left distance: 8 steps,"Turn left and walk 8 steps."
action: continue direction: straight distance: 20 steps landmark: escalator,"Walk 20 steps straight to reach the escalator."
action: board direction: down landmark: escalator,"Board the escalator going down."
action: turn direction: left,"Turn left."
action: continue distance: 12 steps,"Walk 12 steps forward."
action: turn direction: left distance: 4 steps,"Turn left and walk 4 steps."
action: continue distance: 25 steps landmark: escalator,"Walk 25 steps straight to the escalator."
action: board direction: down landmark: escalator,"Take the escalator down."
action: stop landmark: escalator,"Stop at the escalator."
action: turn direction: left,"Make a left turn."
action: continue distance: 30 steps,"Continue for 30 steps."
action: turn direction: left distance: 10 steps,"Turn left and walk 10 steps."
action: continue distance: 5 steps landmark: escalator,"Walk 5 steps straight to the escalator."
action: board direction: down landmark: escalator,"Step on the down escalator."
action: continue distance: 18 steps,"Go straight for 18 steps."
action: turn direction: left distance: 7 steps,"Turn left and take 7 steps."
action: stop landmark: escalator,"You have reached the escalator. Stop here."
action: board direction: down landmark: escalator,"Board the descending escalator."
action: turn direction: left,"Turn to your left."
action: continue distance: 40 steps,"Walk forward for 40 steps."
action: turn direction: left distance: 15 steps,"Turn left and walk 15 steps."
action: continue distance: 10 steps landmark: escalator,"Go straight for 10 steps to the escalator."
action: board direction: down landmark: escalator,"Step onto the escalator moving down."
action: turn direction: left distance: 3 steps,"Turn left and take 3 steps."
action: continue distance: 22 steps,"Continue straight for 22 steps."
action: stop landmark: escalator,"Stop. The escalator is in front of you."
action: board direction: down landmark: escalator,"Proceed onto the escalator going down."
action: continue distance: 50 steps,"Walk straight for 50 steps."
action: turn direction: left distance: 6 steps,"Turn left and walk 6 steps."
action: turn direction: left,"Turn left."
action: continue distance: 8 steps landmark: escalator,"Walk straight for 8 steps to reach the escalator."
action: board direction: down landmark: escalator,"Get on the escalator going down."
action: stop landmark: escalator,"Stop. You are at the top of the escalator."
action: turn direction: left distance: 20 steps,"Turn left and walk 20 steps."
action: continue distance: 35 steps,"Walk forward 35 steps."
action: continue distance: 14 steps landmark: escalator,"Take 14 steps straight to the escalator."
action: board direction: down landmark: escalator,"Step onto the downward escalator."
action: turn direction: left distance: 12 steps,"Turn left and walk for 12 steps."
action: continue distance: 16 steps,"Proceed straight for 16 steps."
action: stop landmark: escalator,"Stop at the escalator entrance."
action: board direction: down landmark: escalator,"Step on the escalator going down."
action: turn direction: left distance: 9 steps,"Turn left and walk 9 steps."
action: continue distance: 28 steps landmark: escalator,"Walk 28 steps to the escalator."
action: board direction: down landmark: escalator,"Board the escalator down."
action: exit direction: straight distance: 5 steps landmark: escalator,"Exit the escalator and walk forward for 5 steps."
action: exit direction: straight distance: 8 steps landmark: escalator,"Step off the escalator and proceed straight for 8 steps."
action: exit direction: straight distance: 10 steps landmark: escalator,"Walk off the escalator and continue forward for 10 steps."
action: exit direction: straight distance: 4 steps landmark: escalator,"Step off the escalator and walk straight for 4 steps."
action: exit direction: straight distance: 6 steps landmark: escalator,"Exit the escalator and walk straight for 6 steps."
action: continue distance: 15 steps,"Walk straight for 15 steps."
action: continue distance: 20 steps,"Continue straight for 20 steps."
action: continue distance: 12 steps,"Proceed straight for 12 steps."
action: continue distance: 25 steps,"Continue forward for 25 steps."
action: continue distance: 18 steps,"Walk forward for 18 steps."
action: turn direction: left distance: 10 steps,"Turn left and walk for 10 steps."
action: turn direction: left distance: 15 steps,"Turn left and walk for 15 steps."
action: turn direction: left distance: 5 steps,"Turn left and take 5 steps."
action: turn direction: left distance: 8 steps,"Make a left turn and walk for 8 steps."
action: turn direction: left distance: 12 steps,"Turn left and proceed for 12 steps."
action: turn direction: right distance: 10 steps,"Turn right and walk for 10 steps."
action: turn direction: right distance: 15 steps,"Turn right and walk for 15 steps."
action: turn direction: right distance: 5 steps,"Turn right and take 5 steps."
action: turn direction: right distance: 8 steps,"Make a right turn and walk for 8 steps."
action: turn direction: right distance: 12 steps,"Turn right and proceed for 12 steps."
action: continue distance: 7 steps,"Continue straight for 7 steps."
action: continue distance: 30 steps,"Walk straight for 30 steps."
action: turn direction: left distance: 20 steps,"Turn left and walk for 20 steps."
action: turn direction: right distance: 20 steps,"Turn right and walk for 20 steps."
action: turn direction: left distance: 6 steps,"Make a left turn and walk for 6 steps."
action: turn direction: right distance: 6 steps,"Make a right turn and walk for 6 steps."
action: turn direction: left distance: 22 steps,"Turn left and walk for 22 steps."
action: turn direction: right distance: 14 steps,"Turn right and walk for 14 steps."
action: continue distance: 11 steps,"Proceed forward for 11 steps."
action: continue distance: 9 steps,"Walk forward for 9 steps."
action: turn direction: left distance: 4 steps,"Turn left and take 4 steps."
action: turn direction: right distance: 4 steps,"Turn right and take 4 steps."
action: turn direction: left distance: 11 steps,"Turn left and walk for 11 steps."
action: turn direction: right distance: 11 steps,"Turn right and walk for 11 steps."
action: turn direction: left distance: 18 steps,"Turn left and proceed for 18 steps."
action: turn direction: right distance: 18 steps,"Turn right and proceed for 18 steps."
action: continue distance: 13 steps,"Continue straight for 13 steps."
action: continue distance: 16 steps,"Walk straight for 16 steps."
action: turn direction: left distance: 7 steps,"Make a left turn and walk for 7 steps."
action: turn direction: right distance: 7 steps,"Make a right turn and walk for 8 steps."
action: stop landmark: restroom,"Stop here. You have reached the restroom."
action: stop landmark: restroom,"Stop. The restroom is directly in front of you."
action: stop landmark: restroom,"Destination reached. Stop here for the restroom."
action: stop landmark: restroom,"You have arrived at the restroom. Stop walking."
action: stop landmark: restroom,"The restroom is here. Please stop."
action: continue distance: 5 steps landmark: restroom,"Walk straight for 5 steps to the restroom."
action: continue distance: 10 steps landmark: restroom,"Continue straight for 10 steps to reach the restroom."
action: continue distance: 8 steps landmark: restroom,"Walk forward for 8 steps to the restroom entrance."
action: continue distance: 12 steps landmark: restroom,"Proceed straight for 12 steps to the restroom."
action: continue distance: 15 steps landmark: restroom,"Walk 15 steps forward to reach the restroom."
action: continue distance: 15 steps landmark: stairs,"Walk straight for 15 steps to the stairs."
action: turn direction: right distance: 10 steps landmark: stairs,"Turn right and walk 10 steps to reach the stairs."
action: board direction: up landmark: stairs,"Begin walking up the stairs."
action: exit direction: straight distance: 5 steps landmark: stairs,"Step off the stairs and walk 5 steps forward."
action: stop landmark: Nike,"Stop. You have reached Nike."
action: continue distance: 25 steps landmark: stairs,"Walk forward 25 steps to the stairs."
action: turn direction: left distance: 12 steps landmark: stairs,"Turn left and walk 12 steps to the stairs."
action: board direction: up landmark: stairs,"Climb the stairs to the next floor."
action: exit direction: right distance: 10 steps landmark: stairs,"At the top of the stairs, turn right and walk 10 steps."
action: stop landmark: Sephora,"Stop here. You have reached Sephora."
action: continue distance: 40 steps landmark: stairs,"Continue straight for 40 steps to the staircase."
action: turn direction: right distance: 8 steps landmark: stairs,"Turn right and walk 8 steps to the staircase."
action: board direction: up landmark: stairs,"Walk up the flight of stairs."
action: exit direction: left distance: 6 steps landmark: stairs,"Exit the stairs at the top and walk 6 steps left."
action: stop landmark: Apple Store,"Stop. You are at the Apple Store."
action: continue distance: 20 steps landmark: stairs,"Walk 20 steps forward to the stairs."
action: turn direction: left distance: 15 steps landmark: stairs,"Turn left and walk 15 steps to reach the stairs."
action: board direction: up landmark: stairs,"Step up and begin climbing the stairs."
action: exit direction: straight distance: 15 steps landmark: stairs,"Walk 15 steps forward from the top of the stairs."
action: stop landmark: Cinema,"Stop. You have reached the Cinema."
action: continue distance: 30 steps landmark: stairs,"Walk straight for 30 steps to the base of the stairs."
action: turn direction: right distance: 20 steps landmark: stairs,"Turn right and walk 20 steps to reach the stairs."
action: board direction: up landmark: stairs,"Go up the flight of stairs."
action: exit direction: straight distance: 10 steps landmark: stairs,"You are at the top of the stairs; walk straight for 10 steps."
action: stop landmark: Food Court,"Stop. You have reached the Food Court."
action: continue distance: 12 steps landmark: stairs,"Walk 12 steps forward to the stairs."
action: turn direction: left distance: 5 steps landmark: stairs,"Turn left and walk 5 steps to the stairs."
action: board direction: up landmark: stairs,"Start walking up the stairs."
action: exit direction: right distance: 12 steps landmark: stairs,"Exit the top of the stairs and walk 12 steps to the right."
action: stop landmark: GameStop,"Stop here. You have arrived at GameStop."
action: continue distance: 45 steps landmark: stairs,"Continue forward for 45 steps to reach the stairs."
action: turn direction: right distance: 6 steps landmark: stairs,"Turn right and walk 6 steps to the stairs."
action: board direction: up landmark: stairs,"Climb the stairs one level up."
action: exit direction: left distance: 8 steps landmark: stairs,"Step off the stairs and walk 8 steps to the left."
action: stop landmark: Bookstore,"Stop. You are at the Bookstore."
action: continue distance: 18 steps landmark: stairs,"Walk 18 steps straight to the stairs."
action: turn direction: left distance: 10 steps landmark: stairs,"Turn left and walk 10 steps to the staircase."
action: board direction: up landmark: stairs,"Walk up the stairs."
action: exit direction: straight distance: 20 steps landmark: stairs,"At the top of the stairs, walk 20 steps straight."
action: stop landmark: H&M,"Stop. You have reached H&M."
action: continue distance: 50 steps landmark: stairs,"Walk straight for 50 steps to the stairs."
action: turn direction: right distance: 5 steps landmark: stairs,"Turn right and walk 5 steps to reach the staircase."
action: board direction: up landmark: stairs,"Begin climbing the flight of stairs."
action: exit direction: right distance: 4 steps landmark: stairs,"Exit the stairs and walk 4 steps to the right."
action: stop landmark: Zara,"Stop. You have reached Zara."
action: continue distance: 10 steps landmark: stairs,"Walk 10 steps forward to the stairs."
action: turn direction: left distance: 25 steps landmark: stairs,"Turn left and walk 25 steps to the stairs."
action: board direction: up landmark: stairs,"Take the stairs up one flight."
action: exit direction: straight distance: 8 steps landmark: stairs,"Finish climbing the stairs and walk 8 steps straight."
action: stop landmark: Pharmacy,"Stop. You have reached the Pharmacy."
action: exit direction: left distance: 5 steps landmark: stairs,"Exit the stairs and turn left for 5 steps."
action: exit direction: left distance: 10 steps landmark: stairs,"Exit the stairs and take a sharp left for 10 steps."
action: turn direction: left distance: 15 steps landmark: stairs,"Turn left immediately after exiting the stairs and walk 15 steps."
action: exit direction: left distance: 20 steps landmark: stairs,"Step off the stairs and turn left for 20 steps."
action: exit direction: left distance: 8 steps landmark: stairs,"Exit the stairs and walk 8 steps to the left."
action: exit direction: left distance: 12 steps landmark: Sephora,"Exit the stairs and turn left for 12 steps to reach Sephora."
action: turn direction: left distance: 6 steps landmark: washroom,"Turn left after exiting the stairs and walk 6 steps to the washroom."
action: exit direction: left distance: 25 steps landmark: stairs,"Exit the stairs and walk 25 steps to your left."
action: exit direction: left distance: 4 steps landmark: Apple Store,"Exit the stairs and turn left for 4 steps to arrive at the Apple Store."
action: turn direction: left distance: 18 steps landmark: stairs,"Make a sharp left turn after the stairs and walk for 18 steps."
action: exit direction: left distance: 30 steps landmark: food court,"Exit the stairs and turn left for 30 steps to the food court."
action: turn direction: left distance: 7 steps landmark: stairs,"Turn left coming off the stairs and continue for 7 steps."
action: exit direction: left distance: 22 steps landmark: elevator,"Exit the stairs and turn left for 22 steps to the elevator."
action: turn direction: left distance: 9 steps landmark: stairs,"Exit the stairs and take a sharp left for 9 steps."
action: exit direction: left distance: 14 steps landmark: Zara,"Exit the stairs and turn left for 14 steps to reach Zara."
action: turn direction: left distance: 11 steps landmark: stairs,"Turn left after exiting the stairs and walk 11 steps."
action: exit direction: left distance: 16 steps landmark: H&M,"Exit the stairs and turn left for 16 steps to arrive at H&M."
action: exit direction: left distance: 3 steps landmark: stairs,"Exit the stairs and walk 3 steps to the left."
action: turn direction: left distance: 28 steps landmark: cinema,"Turn left after the stairs and walk 28 steps to the cinema."
action: exit direction: left distance: 13 steps landmark: stairs,"Exit the stairs and take a sharp left turn for 13 steps."
action: turn direction: left distance: 5 steps landmark: pharmacy,"Turn left from the stairs and walk 5 steps to the pharmacy."
action: exit direction: left distance: 19 steps landmark: stairs,"Exit the stairs and walk left for 19 steps."
action: turn direction: left distance: 2 steps landmark: stairs,"Immediately turn left after exiting the stairs and walk 2 steps."
action: exit direction: left distance: 35 steps landmark: Uniqlo,"Exit the stairs and turn left for 35 steps to reach Uniqlo."
action: turn direction: left distance: 10 steps landmark: stairs,"Take a sharp left after exiting the stairs and walk 10 steps."
action: exit direction: left distance: 17 steps landmark: stairs,"Exit the stairs and walk 17 steps to the left."
action: turn direction: left distance: 21 steps landmark: information desk,"Turn left after the stairs and walk 21 steps to the information desk."
action: exit direction: left distance: 6 steps landmark: stairs,"Exit the stairs and turn left for 6 steps."
action: turn direction: left distance: 14 steps landmark: stairs,"After exiting the stairs, turn left and walk for 14 steps."
action: exit direction: left distance: 40 steps landmark: exit,"Exit the stairs and turn left for 40 steps to reach the main exit."
action: turn direction: left distance: 8 steps landmark: stairs,"Turn left upon exiting the stairs and walk 8 steps."
action: exit direction: left distance: 11 steps landmark: Starbucks,"Exit the stairs and turn left for 11 steps to arrive at Starbucks."
action: turn direction: left distance: 24 steps landmark: stairs,"Make a sharp left turn after the stairs and walk 24 steps."
action: exit direction: left distance: 7 steps landmark: stairs,"Exit the stairs and walk 7 steps to your left."
action: turn direction: left distance: 32 steps landmark: Adidas,"Turn left after the stairs and walk 32 steps to reach Adidas."
action: exit direction: left distance: 9 steps landmark: stairs,"Exit the stairs and turn left for 9 steps."
